所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
"/其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 1 - 使用 Postman/JMeter 调用任务列表查询接口，参数为 page=1, size=1000/","其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 1 - 使用 Postman/JMeter 调用任务列表查询接口，参数为 page=1, size=1000 - 接口响应时间 < 500ms，返回数据完整",系统已启动，用户已登录，性能测试环境已准备,"1. 使用 Postman/JMeter 调用任务列表查询接口，参数为 page=1, size=1000",1. 接口响应时间 < 500ms，返回数据完整,1,2,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 2 - 调用创建任务接口，传入正常的任务参数/,其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 2 - 调用创建任务接口，传入正常的任务参数 - 接口响应时间 < 1 秒，任务创建成功,系统已启动，用户已登录，测试环境网络正常,1. 调用创建任务接口，传入正常的任务参数,1. 接口响应时间 < 1 秒，任务创建成功,1,1,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 3 - 使用 JMeter 对 pose - state 接口发起 100QPS 并发请求，持续 1 分钟/,其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 3 - 使用 JMeter 对 pose - state 接口发起 100QPS 并发请求，持续 1 分钟 - 平均响应时间 < 200ms，无报错，无请求超时,系统已部署并配置好，JMeter 工具已就绪,"1. 打开 JMeter 并配置测试计划
2. 设置 pose-state 接口请求参数，并发数为 100QPS
3. 持续运行 1 分钟，收集响应时间和错误信息","1. 测试计划正确加载并运行
2. 请求按 100QPS 并发正常发送
3. 平均响应时间 < 200ms，无报错，无请求超时",1,2,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 4 - 使用 JMeter 模拟 100 个用户同时访问同一个视频流接口，持续 5 分钟/,其他（共同） - 性能测试 - 核心接口性能（林禹成） - 1. 普通列表查询接口响应时间 < 500ms，支持 1000 条 / 页分页2. 任务创建、标注保存、质检提交等核心操作响应时间 < 1 秒3. pose - state 查询接口支持 100QPS 并发，响应时间 < 200ms - 操作步骤 - 4 - 使用 JMeter 模拟 100 个用户同时访问同一个视频流接口，持续 5 分钟 - 卡顿率 < 1%，所有用户均可正常播放视频，无服务崩溃,系统已启动，性能测试环境已准备,"1. 使用JMeter模拟100个用户同时访问同一个视频流接口，持续5分钟
2. 监控响应时间和卡顿率
3. 验证服务是否崩溃","1. 所有用户正常播放视频，卡顿率<1%
2. 响应时间符合要求
3. 服务无崩溃",1,1,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 并发操作性能（林禹成） - 1. 支持 50 人同时进行标注操作，系统无卡顿，数据无冲突2. 支持同时发起 10 个转换任务，队列调度正常，单个任务失败不影响其他任务 - 操作步骤 - 1 - 使用 JMeter 模拟 50 个不同的标注工程师用户，同时对不同任务进行标注保存操作，持续 10 分钟/,其他（共同） - 性能测试 - 并发操作性能（林禹成） - 1. 支持 50 人同时进行标注操作，系统无卡顿，数据无冲突2. 支持同时发起 10 个转换任务，队列调度正常，单个任务失败不影响其他任务 - 操作步骤 - 1 - 使用 JMeter 模拟 50 个不同的标注工程师用户，同时对不同任务进行标注保存操作，持续 10 分钟 - 所有标注保存操作均成功，无数据冲突，无服务崩溃，页面操作无明显卡顿,系统已启动，用户已登录,1. 使用 JMeter 模拟 50 个不同的标注工程师用户，同时对不同任务进行标注保存操作，持续 10 分钟,1. 所有标注保存操作均成功，无数据冲突，无服务崩溃，页面操作无明显卡顿,1,4,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 并发操作性能（林禹成） - 1. 支持 50 人同时进行标注操作，系统无卡顿，数据无冲突2. 支持同时发起 10 个转换任务，队列调度正常，单个任务失败不影响其他任务 - 操作步骤 - 2 - 同时选择 10 个不同的已质检任务，发起转换请求/,其他（共同） - 性能测试 - 并发操作性能（林禹成） - 1. 支持 50 人同时进行标注操作，系统无卡顿，数据无冲突2. 支持同时发起 10 个转换任务，队列调度正常，单个任务失败不影响其他任务 - 操作步骤 - 2 - 同时选择 10 个不同的已质检任务，发起转换请求 - 转换任务全部进入队列，按顺序执行，单个任务失败不影响其他任务，最终所有转换均正常完成,系统已启动，用户已登录，且存在至少10个已质检任务,"1. 准备10个不同的已质检任务
2. 同时选择这10个任务，发起转换请求
3. 观察队列状态和转换结果","1. 10个任务均成功发起转换请求
2. 转换任务全部进入队列，按顺序执行
3. 单个任务失败不影响其他任务，最终所有转换均正常完成",1,2,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 前置条件/,其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 前置条件 - 准备一个已有 500 条标注段的长 episode（模拟大任务）,系统已启动，用户已登录，且已有一个包含500条标注段的长episode,"1. 准备一个已有500条标注段的长episode
2. 对其中10条标注段进行增量修改
3. 发送增量保存请求，并记录请求体大小","1. 成功加载长episode
2. 修改成功，变更量为10条
3. 请求体大小与变更量成正比，远小于全量保存的请求体",1,3,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 1/,其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 1 - 打开浏览器开发者工具 Network 面板，清空网络日志,系统已启动，用户已登录，页面存在可编辑内容,"1. 打开浏览器开发者工具 Network 面板，清空网络日志
2. 对内容进行小幅度修改并保存
3. 再次对内容进行大幅度修改并保存","1. Network面板打开且日志清空
2. 第一次保存请求体大小较小
3. 第二次保存请求体大小较大，且与第二次修改量成正比",1,1,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 2 - 在标注工作台中只修改 1 个标注段的描述，点击「保存草稿」/,其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 2 - 在标注工作台中只修改 1 个标注段的描述，点击「保存草稿」 - 抓取保存接口的 Request Payload，查看请求体大小,系统已启动，用户已登录，标注工作台已打开,"1. 进入标注工作台，打开一个标注任务
2. 修改1个标注段的描述
3. 点击「保存草稿」，抓取保存接口的Request Payload，查看请求体大小","1. 成功进入标注工作台并打开标注任务
2. 描述修改成功
3. 请求体大小仅包含修改的字段，大小与变更量成正比（较小）",1,3,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 3 - 记录本次请求体大小（如 1.2KB），检查 Payload 结构/,"其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 3 - 记录本次请求体大小（如 1.2KB），检查 Payload 结构 - Payload 中只包含 added: []、updated: [{id: xxx, description: ""新描述""}]、deleted: []，不包含其他 499 条未变更的标注数据",系统已启动，用户已登录，标注页面已打开,"1.
2.
3.
",,1,1,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 4 - 再次修改 50 个标注段，点击保存，查看请求体大小/,其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 步骤 - 4 - 再次修改 50 个标注段，点击保存，查看请求体大小 - 请求体大小 ≈ 步骤2的 50 倍（线性增长），而不是突然变成 500 条的全量大小,系统已启动，用户已登录,"1. 修改 50 个标注段
2. 点击保存按钮
3. 查看请求体大小","1. 标注段修改成功
2. 保存操作成功
3. 请求体大小约为上次保存（步骤2）请求体大小的 50 倍，且小于全量 500 条的大小",1,1,功能测试,功能测试阶段
/其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 验证标准/,其他（共同） - 性能测试 - 增量保存请求体大小与变更量成正比（林禹成） - 验证标准 - 增量保存接口的请求体大小与变更数量成正比，与总标注数量无关；单次修改请求体 < 50KB,系统已启动，用户已登录,"1. 构造变更数量为N的增量保存请求
2. 发送请求并记录请求体大小
3. 对比不同N下请求体大小与变更量关系","1. 请求体大小随N线性增长
2. 不同总标注数量下相同N的请求体大小一致
3. 单次修改请求体 < 50KB",1,1,功能测试,功能测试阶段
/其他（共同） - 性能测试 - Pose - state 高频请求堆积防护验证（林禹成） - 前置条件/,其他（共同） - 性能测试 - Pose - state 高频请求堆积防护验证（林禹成） - 前置条件 - 打开标注工作台，打开浏览器开发者工具 Network 面板,打开标注工作台，打开浏览器开发者工具 Network 面板,"1. 快速连续发送多个 Pose state 请求
2. 观察 Network 面板中请求状态
3. 检查系统是否出现错误或崩溃","1. 系统限制高频请求，部分请求返回429或超时
2. 请求排队或丢弃
3. 系统保持稳定，无崩溃",1,2,功能测试,功能测试阶段
/其他（共同） - 性能测试 - Pose - state 高频请求堆积防护验证（林禹成） - 步骤 - 1 - 快速反复拖动视频进度条（在 10 秒内来回拖动 20 次） - Network 中 pose/,其他（共同） - 性能测试 - Pose - state 高频请求堆积防护验证（林禹成） - 步骤 - 1 - 快速反复拖动视频进度条（在 10 秒内来回拖动 20 次） - Network 中 pose - state 接口的请求数量 ≤ 20 次（而不是几百次）,系统已启动，用户已登录，视频播放页面已打开,"1. 快速反复拖动视频进度条（在10秒内来回拖动20次）
2. 打开浏览器开发者工具Network面板，过滤pose-state接口
3. 统计该接口的请求数量","1. 视频进度条响应拖动操作
2. 成功过滤出pose-state接口
3. 请求数量≤20次",1,3,功能测试,功能测试阶段
